gen_id,ref_id,dialect_region,gen_text,gen_phoneme,gen_dialect,speaker_id,ref_text,sentence_id,gender,age,token_count
28_Basel_12fb73be-cf60-4794-befb-381682ccda9a,28,Basel,"Ich habe gestern eine Yogastunde besucht. Es war eine Herausforderung, aber auch sehr entspannend. Am Ende habe ich viel ausgerechnet und ruhiger gefühlt.",f ɛ ɡ ɛ ʃ t ɛ aɪ j uː ɛ ʃ t ɛ n t p ts uː ɪ ç t ɛ s ɪ ʃ ɛ s f oː r ɛ t ʊ ŋ s k z iː aʊ b aʊ ə z uː ɛ n ʃ p oː n ə n ɔ m a ɡ iː h a n ʃ f iː l m uː s ɡ l ɪ x n ə ɛ n t uː ɡ uː k f uː t,Basel,12fb73be-cf60-4794-befb-381682ccda9a,"Ich habe gestern eine Yoga-Stunde besucht. Es war herausfordernd, aber auch sehr entspannend. Am Ende fühlte ich mich viel ausgeglichener und ruhiger.",ChatGPT,female,twenties,26
28_Basel_fd72db57-c291-43e6-840e-92e06f83ae56,28,Basel,"Ich habe gestern Yoga Stimms gesucht. Es ist hellusevoll, aber auch sehr entspannend. Beim Andi habe ich mich hier ausgerechnet und wieder mitgekriegt.",iː h oː t ɪ ʃ t iː j uː ɡ ɔ f t uː p s uː ə z iː ʃ œ iː z iː f oː n ə aʊ v aʊ z ø ɛ n ʃ p ɔ n ə n ɑː m a ə n d iː h ɑː b ɪ x m ɪ ʃ f iː l uː s k l ɪ ç ə n ɑː a n n iː ə t n uː k,Basel,fd72db57-c291-43e6-840e-92e06f83ae56,"Ich habe gestern eine Yoga-Stunde besucht. Es war herausfordernd, aber auch sehr entspannend. Am Ende fühlte ich mich viel ausgeglichener und ruhiger.",ChatGPT,male,twenties,26
28_Graubünden_aece75d7-5d2b-47a4-9f87-24962dfd2e38,28,Graubünden,"Ich habe gestern eine Yogastunde besucht. Es war herausfordernd, aber auch sehr entspannend, weil am Ende viele Ausgleiche und Erfüllte waren.",iː h a v ɡ ɛ ç t ə n aɪ j oː ɡ ɜ ʃ uː n t p z oː x z ɪ ʃ h ɛ r uː s f ɔ r d ə m ə n t k z iː a b r aʊ s t eː r ɛ n ʃ b ɑː n ə n k z iː l t a m ɪ n d iː a m ɛ n d ə f ɪ n uː s k l ɪ x ə m ɜ ʊ n t f l t uː k ts z iː m ə n t,Basel,aece75d7-5d2b-47a4-9f87-24962dfd2e38,"Ich habe gestern eine Yoga-Stunde besucht. Es war herausfordernd, aber auch sehr entspannend. Am Ende fühlte ich mich viel ausgeglichener und ruhiger.",ChatGPT,female,fourties,26
28_Zürich_ce8839ae-3b20-491c-8c33-cef08b4def6e,28,Zürich,"Ich habe gestern Yoga-Stunden gesucht. Es war herausfordernd, aber auch sehr entspannend. Ich habe viel ausgelesen und gerettet.",iː ɡ ə ʃ t r ə j uː oː k ʃ t uː p z uː x ɛ s ɪ ɪ ʃ r ə s f oː t ə n p s iː ɔ b r oː z eː l ə n ʃ p ɔ m ə n d oː m a n d iː f l ɪ s ɡ l ɪ x ə n ə d ɡ uː t ə r m ɪ ɑː b ɪ f iː l ɪ n s t l ɪ x f ɔ m iː ɛ n t v uː t ə,Basel,ce8839ae-3b20-491c-8c33-cef08b4def6e,"Ich habe gestern eine Yoga-Stunde besucht. Es war herausfordernd, aber auch sehr entspannend. Am Ende fühlte ich mich viel ausgeglichener und ruhiger.",ChatGPT,male,sixties,26
28_Ostschweiz_8d167b1c-7f89-4487-a0a9-2bbe08bf0b41,28,Ostschweiz,"Ich habe gestern eine Yogastunde gesucht. Es war scheissfordernd, aber auch sehr entspannend. Am Ende habe ich mich viel ausgleichender und ruhiger gefühlt.",iː ɡ ɪ ʃ t ɔ j uː ɜ ʃ t uː ts ɪ s z iː ʃ l iː s f oː d oː n k z iː ɑː b aʊ s ɪ ɑː n ʃ p ɑː m ə n t a m ɛ n d iː h a b x f iː l m uː s t l iː y m ɜ uː n t uː l d oː k f l uː ç t,Basel,8d167b1c-7f89-4487-a0a9-2bbe08bf0b41,"Ich habe gestern eine Yoga-Stunde besucht. Es war herausfordernd, aber auch sehr entspannend. Am Ende fühlte ich mich viel ausgeglichener und ruhiger.",ChatGPT,male,fourties,26
28_Basel_8050767b-0a0e-43db-8754-2a42e896f7dd,28,Basel,"Ich habe gestern einen Yoga-Sturm gesucht. Es war viel zufrieden, aber auch sehr entspannend. Am Ende war mir viel ausgereichter und ruhiger.",ɪ x ɑː p ɡ ɛ ʃ t ɛ j uː n d ə ʃ t y n ts uː uː f t z iː ʃ k uː s f eː d ə n k z iː ɛ p ə aɪ z yː r ə ɛ n t ʃ p ɔ n ə n t k z iː t ʊ m a t ʊ m a m b ɛ ɪ ʃ n uː f iː uː s t l uː ç r ə m oː ɪ n t n uː ɡ uː p z iː,Basel,8050767b-0a0e-43db-8754-2a42e896f7dd,"Ich habe gestern eine Yoga-Stunde besucht. Es war herausfordernd, aber auch sehr entspannend. Am Ende fühlte ich mich viel ausgeglichener und ruhiger.",ChatGPT,female,thirties,26
8_Ostschweiz_8d167b1c-7f89-4487-a0a9-2bbe08bf0b41,8,Ostschweiz,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und Quellen sorgfältig zu prüfen.",z iː n t ə ɾ m ɪ t ɛ d iː ts oː ɡ a m ts v uː ts oː ʊ n d iː ɪ n f oː m a ts j oː n r e v ʊ l uː ts j oː n iː ʊ ɛ s ɡ iː t f ɔ ʃ ʃ n uː t v ɔ s n t oː n l a ts f iː n d iː ʃ a l ə d ɪ ŋ z ʒ iː z aʊ v ɪ x t ɪ k k t eː d ɪ ʃ m ɪ t d ɛ ɾ ɪ n f ɔ ɾ m a ts j n ə ʊ ts k oː ɪ n t t oː n ə z oː k f ɛ l t ɪ k ts p y f ə,Basel,8d167b1c-7f89-4487-a0a9-2bbe08bf0b41,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen.",ChatGPT,male,fourties,41
8_Graubünden_f2feaf58-1285-4fc1-831d-5c1b013b7e0b,8,Graubünden,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit der Information umzuqueren.",ts eː m t ə m ɪ p h ɛ b ə ts uː r a ŋ ts v uː s ʊ n ɪ n f oː m a ts j oː n ə r eː v oː n uː ts j oː n iː ɛ s ɡ iː p t f a ʃ n uː t v a s n ɪ t oː n p l ɑː n s f iː ŋ d ɜ eː ʃ a l ə t ɛ ŋ p s aʊ m ɪ x v ɪ ɡ r iː p d ɪ ʃ m ɪ t d ɛ ɪ n f r a ts j oː n ə uː n s k æ r ə n d iː ɾ,Basel,f2feaf58-1285-4fc1-831d-5c1b013b7e0b,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen.",ChatGPT,female,fourties,41
8_Graubünden_aece75d7-5d2b-47a4-9f87-24962dfd2e38,8,Graubünden,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und Quellen sorgfältig zu prüfen.",ts ɪ n t ə m eː t h ɛ t ə ts ɡ a m ts v y s t ɜ n d eː ɪ n f oː r m a ts j oː n ə r e v ʊ l uː ts j oː n iː r s ɡ iː t f a ʃ ʃ n y t a s n ɪ t ɔ n l a n s f ɪ n d ʃ a l ə d ɪ m s ɪ ʃ ə z aʊ v ɪ x t ɪ k k r iː t d ɪ ʃ m ɪ t ɛ ɪ n f oː r m a ts j oː n ə uː m s k w ɑː t ʊ n t k ɛ l ə z ɔ r k f ɛ l t ɪ k ts p r yː f ɔ,Basel,aece75d7-5d2b-47a4-9f87-24962dfd2e38,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen.",ChatGPT,female,fourties,41
8_Ostschweiz_684dd9cf-2844-407b-9a7f-12e7b559773f,8,Ostschweiz,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und Quellen sorgfältig zu prüfen.",z ɪ n ɡ ə m a l t a d iː ts uː ɡ a ŋ ts v y s oː n eː n f ɔ m a ts j oː n eː b oː n ʊ ts j ʊ n t ɛ s t iː t f ɔ ʃ n ɪ t oː n ə d r oː m a n s f n d ɪ ʃ aʊ l ɔ d eː ə z ɪ ʃ ɪ z aʊ b iː x t ɪ p l ɪ t ɪ ʃ m ɪ d ɛ ɪ n f ɔ r m a ts j n ə a m ts k oː ʊ n t k r uː l ə z ɔ x f ɛ l t ɪ k s p y r ts ə,Basel,684dd9cf-2844-407b-9a7f-12e7b559773f,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen.",ChatGPT,female,fourties,41
8_Zürich_4ee1811c-9884-4261-99cb-2f7346c8ea6e,8,Zürich,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Aber es ist auch wichtig, kritisch mit den Informationen umzugehen und Quellen sorgfältig zu prüfen.",z iː m d eː m eː t h a t d ɔ r ts ɛ ts uː s aɪ d ɪ t f ɔ r m a ts j oː n r eː v oː n ʊ ts j oː n iː r t ɛ s ɡ iː t f ɛ ʃ n uː d v aɪ s n ɪ t ɪ ə n h æ s f iː n b ʃ æ r ɪ ʃ ə z aɪ m ɪ f t ɪ k l y t ɪ ʃ m ɪ d eː m f ɛ r l ɛ ts j oː m ə s k ɛ ʊ n t x æ n ɪ z ʊ a k f æ t iː s m uː f ɛ t,Bern,4ee1811c-9884-4261-99cb-2f7346c8ea6e,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen.",ChatGPT,male,twenties,41
8_Wallis_0b890339-031a-43ef-bc2e-5e8b5ac5e613,8,Wallis,"Die Internet hat die Zukunfts-Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings sind wir richtig kritisch mit der Einverkontrollation in Skalarheit.",t iː m p ə l a t a ts ɪ ɾ k ɔ z iː ts ɔ m iː ts ə ʊ n f d m ɔ ts j oː n ə d ɛ ɾ v u l uː ts j i n iː r a s ɡ iː t f ɔ ʃ m eː k s aʊ s n ɪ t oː n v aɪ s f ɪ n d ɜ ɪ ʃ aʊ l ɜ d ɪ ŋ s j eː n a d x t ɪ k k r iː t ɪ ʃ m ɪ d ɪ n f ɔ n f a m a ts j oː n ə ɪ n s k oː,Basel,0b890339-031a-43ef-bc2e-5e8b5ac5e613,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen.",ChatGPT,female,thirties,41
8_Innerschweiz_4a8346e7-fa21-49b9-9a6f-c69ef828a68c,8,Innerschweiz,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit der Information umzugehen und dort rein zu prüfen.",z ɪ n t ə m ɛ t d ts uː ɡ v uː ts uː m d iː n f r m ɔ ts j oː n ə r eː v oː n ʊ ts uː n iː t ɛ s ɡ iː p t f ɔ ʃ n ɪ l t v ɔ s n ɪ t oː ə v aɪ ə n ts f iː n d ə aʊ l ɜ d ɪ ŋ ɪ z aʊ v iː x t ɪ k k r iː t ɪ ʃ m uː d ɪ ɪ n f oː r m ɑː ts j oː n ʊ m ts k ɔ ts oː t r ɑː ts uː t r v f ə,Basel,4a8346e7-fa21-49b9-9a6f-c69ef828a68c,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen.",ChatGPT,male,fifties,41
8_Wallis_50e4a935-c887-4c38-aff2-6286aab725d1,8,Wallis,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist die Bereitung, kritisch mit den Informationen umzugehen und Quellen sorgfältig zu prüfen.",z ɪ n t ɛ l a t h a d ɛ r ts iː ɡ ɔ ts v ɪ ts ʊ ʊ n d ɪ n f ɔ m a ts j oː n r e v ʊ l uː ts j o n iː r t a s ɡ iː t f ɔ ʃ n eː k s v a s n iː t oː n l aɪ n s f ɪ n d uː ʃ ɔ ɜ d ɪ s ʃ d iː l aɪ t ɪ k k r iː t ɪ ʃ m ɪ t d eː n f ɔ r m a ts j n a ʊ m s k oː ʊ n t k a l z uː k f a l t ɪ k ts p f ə,Basel,50e4a935-c887-4c38-aff2-6286aab725d1,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen.",ChatGPT,female,twenties,41
8_Basel_1cd99b41-8298-4180-aec6-bb65039c9ed7,8,Basel,"Das Internet hat zu den Zivilisten und Dissimationen revolutioniert. Es gibt fast nichts, was nicht online ist, finde ich. Allerdings ist es auch wichtig kritisch mit der Information und sekretisch mit der Informationen umzukommen.",z iː n t ɪ m ɔ l t eː t ts uː ts n uː s j ɪ n t uː s j o n a ts j oː a n d eː ʊ m uː ts uː uː t ɛ s k l uː t f oː ʃ n uː t m ɔ s n ə d ɛ l ɔ s f ɪ d ɪ ʃ oː l ɪ t ɪ s ʃ ə s aʊ v n x t ɪ d ɪ ʃ m uː t iː f l a ts j uː a r t ts uː k uː ts ɪ ʃ m ʊ t iː n f l a ts j uː a n ɪ ts k uː n,Basel,1cd99b41-8298-4180-aec6-bb65039c9ed7,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen.",ChatGPT,male,twenties,41
8_Basel_8800b4de-fa22-4fdc-9f29-457c4010fd57,8,Basel,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig kritisch mit den Informationen umzugehen und Quellen sorgfältig zu prüfen.",z ɪ n t ə n a t t ts j ɡ ɔ m ts ɪ s ts ʊ n t ɪ n f ts j oː n r e v o l uː ts j oː n iː t s k ə t f ɔ ʃ n ɪ t v ɔ s n ə t oː m l a n ts ɪ n d uː ç aʊ t ɪ n s ɪ s z aʊ v ɪ r t ɪ k r ɪ t ɪ ʃ m t ɪ ɪ n f ɔ m a ts j oː n ə ɪ m ts k uː ɪ n t k ɛ l ə z oː k f ɔ l t ɪ k ts p r iː f ə,Basel,8800b4de-fa22-4fdc-9f29-457c4010fd57,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen.",ChatGPT,female,fourties,41
8_Basel_fd72db57-c291-43e6-840e-92e06f83ae56,8,Basel,"Das Internet hat den Zugang zu so und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig kritisch mit den Informationen und Quellen zur Aufwärte zu prüfen.",z iː n d ɪ m r t e t uː ts uː ɡ ɔ ts uː ts j oː ʊ b iː n f m ɔ ts j uː h a r eː r uː ts uː n j ʊ ɪ s d f ɔ ʃ n y t aʊ s n iː t oː r aɪ ts f ɪ n ɪ ʃ aʊ r iː s v ɪ ʃ iː s aʊ b iː x t iː t r iː t iː ʃ d iː ɪ n f oː h aɪ ts j n ə ts eː l u ts j oː y d iː ts uː f uː,Basel,fd72db57-c291-43e6-840e-92e06f83ae56,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen.",ChatGPT,male,twenties,41
8_Bern_d2dee463-0eb9-47fa-b739-f1dccd8638f9,8,Bern,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden scheint. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen, ist allerdings Informationen umzugeben.",z ɪ b ə m ɛ t ɛ t ə ts uː k a uː ts oː ɪ n d iː ɪ n f oː r m a ts j oː m r e v oː n uː ts ɔ m iː r t ɛ s ɪ t f ɛ ʃ m ɪ t v a s m ɪ t oː n l a n s ə n t ɪ ʃ ɪ ʃ l a n t aʊ d eː m z ɪ ʒ s oː v iː x d iː r iː t ɪ ʃ m ɪ d ɪ n f oː r m a ts j oː m ɪ n ts k oː ɪ ʃ aʊ v uː d iː ɪ n ts ɪ n f oː r m a ts j oː t n ɪ n ts k oː,Basel,d2dee463-0eb9-47fa-b739-f1dccd8638f9,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen.",ChatGPT,male,twenties,41
8_Bern_d9b44aee-da3d-42c8-8ad1-d1029767f05a,8,Bern,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen.",j eː n d ə m æ t a p d iː ts uː ɡ ɔ m ts s oː ɪ n ts uː r m a ts j oː n ə r eː v ʊ ŋ ts ɪ m iː t ɛ s ɡ iː t f aʊ ʃ n ɪ t v s m ɪ t oː m l aɪ n ts t ø n t ə n ɪ ʃ aʊ x aʊ m ʊ d ɪ z iː ʃ iː z oː b ɪ f d iː k r ɪ t ɪ ʃ m ɪ d eː m f oː r m ɑː ts j oː m ə oː n ts k,Basel,d9b44aee-da3d-42c8-8ad1-d1029767f05a,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen.",ChatGPT,male,fourties,41
8_Graubünden_6516567b-0d9b-4853-880c-d5f0327dd384,8,Graubünden,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und Quellen sorgfältig zu prüfen.",z ɪ n t ɪ m eː t ɛ d iː ts oː ɡ a ts uː s z eː ɾ ʊ n d iː n f ʊ r m a ts j oː n ɛ r eː v n uː ts j j ʊ n iː r ə t ɪ s ɡ iː t f ɛ ɾ ʃ n uː t v ɛ s d iː n a ts f iː n d ɛ n ɪ ʃ a l ə d iː ŋ z d iː aɪ b ɪ ʃ t ɪ p l iː t ɪ ʃ m ɪ d ɛ ɾ ɪ n f ʊ m a ts j oː n ʊ n ɛ n ts k oː ʊ n t k l ɛ s j oː n f ɛ l t ɪ t ts p y y f ə,Basel,6516567b-0d9b-4853-880c-d5f0327dd384,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen.",ChatGPT,male,fourties,41
8_Zürich_6d34bfbb-2de2-48d9-891d-ae216f9b347b,8,Zürich,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und Quellen sorgfältig zu prüfen.",d iː ɪ n t ə m ɪ t h a d a ts uː ɔ ts v ɪ ʃ s ɪ ʊ m eː n f ɔ n a ts j uː d r eː m n uː ts j oː n iː r t ɛ s ɡ iː t f ɔ ʃ ə t ɛ s n ɪ t ɛ n l a n s f iː n b ʃ ɛ d eː n s ʒ iː z aɪ v iː f d ɪ k r iː t ɪ ʃ m ɪ d eː n f ɔ ɛ ts j oː n ə n ɪ ts d ɛ ɪ n t p eː l ə s f ɛ t ɪ ts p uː f ɛ t,Basel,6d34bfbb-2de2-48d9-891d-ae216f9b347b,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen.",ChatGPT,male,twenties,41
8_Graubünden_031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72,8,Graubünden,Vielen Dank.,ɛ t a,Ostschweiz,031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen.",ChatGPT,female,twenties,41
8_Graubünden_c4f6bcdf-fc02-4fe8-9277-0701cfffebab,8,Graubünden,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und Quellen sorgfältig zu prüfen.",ts ɪ n t ə n ɛ t l d ɛ ts uː ɡ a ŋ ts uː ts oː n d ɪ n f ʊ r m a ts j oː n ə r e v ʊ l uː ts j ʊ n iː t ɛ s ɡ iː t f a ʃ ɪ l t v a s n ɪ t oː n l aɪ n s v ɪ n d ɜ ɪ ʃ a l ɜ d ɪ ŋ s ɪ ʃ t a v ɪ x d k r ɪ t ɪ ʃ m ɪ d ɛ ɾ ɪ n f ʊ r m a ts j oː n ʊ m s k oː ɪ n t k ɛ l ə z oː r k f ɛ l t ɪ k ts p r y f ə,Basel,c4f6bcdf-fc02-4fe8-9277-0701cfffebab,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen.",ChatGPT,female,teens,41
8_Zürich_9a9554dd-3ee4-4997-82e6-1d78e0ca3d7f,8,Zürich,"Das Internet hat Zugang zu Füssen und Informationen revolutioniert. Es gibt fast nichts, was es anwenden zu finden ist. Allerdings ist es auch wichtig kritisch mit den Informationen umzugehen und Quellen sorgfältig zu üben.",s eː t ə m t a k ts iː d ɛ ts v ɪ s ə ɪ d ɛ n f ɔ r m a ts iː a m r ə v uː ts j ɪ m r t ɔ s k r ɪ t f ɛ ʃ n uː t v ɛ s ə ɡ ø v a n s f ɪ n d iː ʃ ɛ d ə n s ɪ ʃ z aɪ v ɪ f ts ɪ p ɪ t ɪ ʃ m ɪ d ø n f m ɔ ts iː a m a ɪ s d ɛ ɪ n t k ɛ m ə s j f ɛ l t ə d f,Basel,9a9554dd-3ee4-4997-82e6-1d78e0ca3d7f,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen.",ChatGPT,male,fourties,41
8_Innerschweiz_aa7d9d2c-90d3-41f9-a92e-f07b93765f8b,8,Innerschweiz,"Das Internet hat den Zugang zu uns und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit Informationen umzugehen und Quellen sorgfältig.",ts iː n t m ɪ p ɪ t ə ts uː ɡ ɔ n ts uː s ə ʊ m eː n f m a ts j oː n r e b oː l uː ts j oː n iː t ɛ s ɡ iː t f ɔ ʃ t n t f ɔ s m ɪ t oː n l a n ts f ɛ n d l ɪ ç ɔ l ɔ b l ɪ ŋ s ʃ iː s aʊ x ɪ x iː k r y d iː ʃ m ɪ d ɪ n f n ʊ m a ts j oː n ə m ʊ m ts k oː ɪ m k uː l d ə z oː k f aʊ t,Basel,aa7d9d2c-90d3-41f9-a92e-f07b93765f8b,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen.",ChatGPT,female,twenties,41
8_Ostschweiz_a677eda9-7709-4c9d-8656-e7b665140f3b,8,Ostschweiz,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und Quellen sorgfältig zu prüfen.",z ɪ n t ə m aɪ t e d iː ts uː ɡ a ts uː s ə uː n ɪ n f oː m a ts j oː n ə r e l v ʊ l ts j o n l b ə s t iː t f ɔ ɾ n uː t v ɔ s d oː m a ts f iː d ʃ a l ɔ d eː ŋ z ɪ ʃ z aʊ b l iː f t ɪ k iː t ɪ ʃ m ɪ d eː ɪ n f oː ts j oː n ə ʊ ts k oː n k l a s j k f ɛ l t ɪ k ts f y f ə,Basel,a677eda9-7709-4c9d-8656-e7b665140f3b,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen.",ChatGPT,male,thirties,41
8_Innerschweiz_5184dba3-c5e1-4570-ba26-62176e8c8dcc,8,Innerschweiz,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist, allerdings ist es wichtig kritisch mit der Information und Quellen sorgfältig zu prüfen.",z iː n t ə n ɛ t ɛ t ə ts uː ɡ a ŋ v y ə ʊ n d eː m f ʊ r m a ts j oː n ə r e v l uː ts j uː n iː r t ɛ s ɡ iː t f ʃ n y t v ɑː s n ɪ t oː l aɪ n ts f ɪ n t ɪ ʃ aʊ oː d eː m z ɪ ʃ ɜ v iː t ɪ k eː d ɪ ʃ m ɪ d eː m f m a ts j oː n ʊ n s k r ɛ l s uː k v t ɪ k ts p r ɛ f ə,Basel,5184dba3-c5e1-4570-ba26-62176e8c8dcc,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen.",ChatGPT,female,twenties,41
