gen_id,ref_id,dialect_region,gen_text,gen_phoneme,gen_dialect,speaker_id,ref_text,sentence_id,gender,age,token_count
12_Graubünden_aece75d7-5d2b-47a4-9f87-24962dfd2e38,12,Graubünden,"Dann ging es um die Nacht und so. Es war schön, draußen zu sein, weil das Wetter so gut war.",n aː r e ɡ e m p m ɛ f ə n t s oː n a v eɪ t ə m ʊ n t ts uː ʃ ɛ n k s iː t a z ɔ ɪ s ɪ ʃ ʃ oː ʃ ø n k s iː t uː s s ə s iː p r a l ə n v iː z ɛ n s v aɪ t ə r s oː k a k s iː ʃ,Basel,aece75d7-5d2b-47a4-9f87-24962dfd2e38,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,female,fourties,27
12_Innerschweiz_5184dba3-c5e1-4570-ba26-62176e8c8dcc,12,Innerschweiz,"Ich bin mit dem Hund spazieren gegangen. Es war so schön hier draussen. Vor allem, weil das Wetter so gut war.",ʊ n t a f oː h j ɑː ɪ ç b ɪ h ɪ t ə m h ʊ m t ʃ p a ts iː r ə h ɛ t ə n h ɔ f ɪ ç z oː ʃ ø n k z iː d uː s z ə k z iː f ɔ r ɑː l ə m v ɛ ɛ ɛ ts v a k t ə z oː ɡ oː k z eː ʃ,Basel,5184dba3-c5e1-4570-ba26-62176e8c8dcc,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,female,twenties,27
12_Basel_12fb73be-cf60-4794-befb-381682ccda9a,12,Basel,"Ich bin mit dem Hund spazieren. Es ist so schön, draussen zu sein. Vor allem, weil es hat er so gut gesehen, ja.",ç d ɛ h eː d ə n h ʊ n t ʃ p ʊ ts iː r ə z ɪ ç z oː ʃ ø n d ʊ s ə ts iː f oː ɾ aɪ n v ɪ l t z aɪ d iː z oː ɡ uː l k z ɪ b eː ɾ,Basel,12fb73be-cf60-4794-befb-381682ccda9a,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,female,twenties,27
12_Innerschweiz_aa7d9d2c-90d3-41f9-a92e-f07b93765f8b,12,Innerschweiz,"Ich bin heute mit dem Hund spazieren. Es ist so schön, hier draussen zu sein, vor allem weil das Wetter so gut war.",a ɔ z ɪ x b ə h y t m ɪ d e m h ʊ n t ʃ p a ts iː r ə a z oː ʊ n t ɛ z oː z ɪ ç z oː ʃ ø n z iː d oː s z ə t ts iː f ɔ r a l ə m v ɪ l s v a t ə z oː ɡ uː r k z iː ɪ ʃ,Basel,aa7d9d2c-90d3-41f9-a92e-f07b93765f8b,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,female,twenties,27
12_Zürich_3e7e3ad6-938d-40fa-9787-2e9f8c529a66,12,Zürich,Ich bin heute in der Hundspazier-Achsee. Es ist so schön gewesen im Dussensee. Vor allem im Zweiten,ɪ x b ɪ l iː y l t ə m æ n ɪ n aɪ d ɜ h oː n t ʃ p ɔ ts ɪ aʊ x s iː ɛ s ɪ s s oː ʃ ɜː n t ts iː d uː s s uː eː h f oː r aʊ l ə m b ɪ l ts v aɪ t,Bern,3e7e3ad6-938d-40fa-9787-2e9f8c529a66,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,male,sixties,27
12_Innerschweiz_005039b8-898f-48d8-b7cc-8a16bd1055c8,12,Innerschweiz,Ich bin heute mit dem Hund spazieren. Es ist so schön draussen zu sein. Vor allem weil das Wetter so gut war.,ɪ x b ɪ h t m ɪ t m h u m t ʃ p a ts iː r ə a v ə z ɪ ç s oː ʃ ø r ɪ t r u s ə ts iː f o r ɑː v ə n v ɪ l v iː z v a t s o ɡ uː k ts iː ʃ,Basel,005039b8-898f-48d8-b7cc-8a16bd1055c8,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,female,fourties,27
12_Ostschweiz_72911186-8b0e-4c0b-af3d-4d8765072930,12,Ostschweiz,"Tiere geht es in die Zocken. So, es war so schön, draussen zu sein. Vor allem, wie gesagt, es ist eine gute",t iː r ʌ a d eː ɪ n ɪ n ts oː q ɪ t s oː uː m aː l ɑ s ɪ ʃ s oː ʃ y s iː uː s ʊ ts iː oː f r ɔ n ɪ s ɛ t ə s ʊ k uː,Basel,72911186-8b0e-4c0b-af3d-4d8765072930,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,male,twenties,27
12_Graubünden_6516567b-0d9b-4853-880c-d5f0327dd384,12,Graubünden,"Ich bin heute mit dem Hund spazieren gegangen. Es war so schön, draussen zu sein, vor allem weil das Wetter so gut war.",iː b iː h y t ɪ t m ɪ t d e m h u n t v iː ʃ p a ts iː r ə ɪ s s oː ʃ ø n p s iː ʊ ɔ t r uː s s ʊ s iː f f oː r ɑː l n d eɪ ts v ɛ t r ʊ n t ə z oː ɡ uː k z ɪ ɪ ʃ f oː r ɔ n t ɔ,Basel,6516567b-0d9b-4853-880c-d5f0327dd384,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,male,fourties,27
12_Bern_d9b44aee-da3d-42c8-8ad1-d1029767f05a,12,Bern,"Wir mussten spazieren, weil es so schön war, draussen zu sein, vor allem weil das Wetter so gut war.",ɛ h œ t n eː m oː m ʃ p a ts iː r r ɪ n ɪ ʃ ə s z oː ʃ oː n ts iː d oː s ts uː ts iː f oː r aʊ m b uː l s v ɛ t ə r z oː k uː t ɪ ʃ k ts iː ʊ n t,Basel,d9b44aee-da3d-42c8-8ad1-d1029767f05a,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,male,fourties,27
12_Ostschweiz_8d167b1c-7f89-4487-a0a9-2bbe08bf0b41,12,Ostschweiz,"Ja, ich war heute mit dem Hund spazieren. Es war schön, dass es draussen so gut war.",iː h ɔ l f b ə h uː t ə m ɪ t d eː m h uː n t ʃ p ɔ ɾ ts iː r ə k z iː a l z oː aɪ ʃ oː ʃ ø n ts iː t uː s ə z iː f oː ɾ a l ə m ɪ s l oɪ t ə s uː q uː l p s iː ʃ,Basel,8d167b1c-7f89-4487-a0a9-2bbe08bf0b41,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,male,fourties,27
12_Bern_2a4acb33-759e-411f-bbd0-2470080758fb,12,Bern,"Wir gehen spazieren, es ist ja alles sehr schön, sieh an, Frau. Frau, wie nett sie sich wirklich gesehen hat.",ɛ t ʃ p ɔ ts iː r ə n ʃ eː r iː oː aʊ s oː ʃ oː ə n ts iː l ʊ ŋ ts oː f v aʊ ʊ n t n ɑː t iː z n b uː t ɪ ʃ ts oː,Basel,2a4acb33-759e-411f-bbd0-2470080758fb,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,male,twenties,27
12_Innerschweiz_acf67674-c912-42c0-ba3c-f85e2db965ac,12,Innerschweiz,"Ich bin heute nicht damit... Ich komme jetzt dazu zu sagen, es war so schön, draußen zu sein. Vor allem weil es später so gut war.",f b eː t m ɪ t d ə m ɪ t s d h oː m ʃ t a ts iː ɡ ə z ɪ ʃ s oː ʃ ɜː n z iː d uː s s ɪ t ts iː f r aʊ b s ɑː t ʊ s ʊ ɡ uː k z iː ʃ eː,Bern,acf67674-c912-42c0-ba3c-f85e2db965ac,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,male,thirties,27
12_Wallis_fb1b67be-8d8f-47bb-b15c-ee1138f0d4ac,12,Wallis,"Ja, ich bin auch mit dem Hund spazieren gegangen. Und es war so schön, draußen zu sein. Vor allem, weil es das Wetter so gibt.",j ɑː b e ɡ a r t ɛ r s m ɪ d e m h uː n t a m ɪ ʃ p a ts iː r ɔ ʊ n t a s ɪ ʃ ə s z oː ʃ n k s iː d r uː s ə ts i x f oː r a l ə m v e l s t l a t ə r z oː ɡ y,Basel,fb1b67be-8d8f-47bb-b15c-ee1138f0d4ac,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,female,twenties,27
12_Innerschweiz_72725555-9e5d-436a-b311-25048bc0c594,12,Innerschweiz,"Eigentlich auch mit Ehrgeiz mit dem Hund spazieren. Es war so schön, draussen zu sein. Vor allem, weil das Wetter so gut war.",aɪ n ə d ɛ x oː m ɪ t iː aɪ t m ɪ t d e m h ʊ n t ʃ p a ts iː r ə ʊ n t ɛ s ɪ t s oː ʃ yː n k z iː d oː x f z iː f oː r ɑː l m ə n v ɪ s v a t r z oː ɡ uː k z iː ɪ ʃ,Basel,72725555-9e5d-436a-b311-25048bc0c594,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,female,fourties,27
12_Zürich_9a9554dd-3ee4-4997-82e6-1d78e0ca3d7f,12,Zürich,...,æ d æ ʌ ʃ æ k ð ə æ tʃ ʌ p n d ɛ n s ɛ s n t æ tʃ ʌ s t ɛ p æ t ə p æ t aɪ l a m b u i oː ɪ z ɪ a,Bern,9a9554dd-3ee4-4997-82e6-1d78e0ca3d7f,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,male,fourties,27
12_Basel_8800b4de-fa22-4fdc-9f29-457c4010fd57,12,Basel,"Ich bin heute mit dem Hund spazieren gegangen. Es war so schön, immer draußen zu sein, vor allem weil es immer so gut war.",x t ʊ x t ə æ n ɪ x b ɪ h ɛ l t m ɪ d e m h u n t ʃ p a ts iː r ə n ɔ t ʊ n t ɛ ɛ s ɪ ʃ s oː ʃ œ n k z iː ə n ʊ d uː s z iː f oː r a l ə m v ɪ l z a t ə s uː ɡ uː l t z ɪ ʃ,Basel,8800b4de-fa22-4fdc-9f29-457c4010fd57,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,female,fourties,27
12_Graubünden_c4f6bcdf-fc02-4fe8-9277-0701cfffebab,12,Graubünden,"Ich möchte mich auch unten spazieren, es war so schön draußen zu sein, und vor allem weil das Wetter so gut war.",ɪ m h ɪ l t m iː ɾ h ʊ n t p a ts iː r ə ɪ ç z oː ʃ ø n z iː d oː s t ə t z iː ɔ f a l ə m a l ts v ɛ t ə ʃ z oː ɡ oː k z iː ɪ ʃ ʃ,Basel,c4f6bcdf-fc02-4fe8-9277-0701cfffebab,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,female,teens,27
12_Zürich_ba826a45-33f8-47ef-9516-a66a201aac29,12,Zürich,"Er konnte in der Heide mit dem Hund spazieren. Es war so schön und so bussend, vor allem weil das Wetter so gut war.",a f ts ɛ v oː n d ɪ h a n t iː h aɪ t m ɪ d e m h ʊ ŋ ʃ p a ts iː r ə ʊ n ɪ ʃ z oː ʃ ø n k z iː ʊ n t z oː b oː s ts uː ts iː f ɔ r aʊ ɛ s z a k t ɔ ʃ z oː k uː k z ɪ ʃ ʊ k z iː,Basel,ba826a45-33f8-47ef-9516-a66a201aac29,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,female,fifties,27
12_Wallis_0b890339-031a-43ef-bc2e-5e8b5ac5e613,12,Wallis,"Ich war heute mit dem Hund spazieren. Es war schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ɪ x b ə ɡ ɪ t ə m ɪ d e m h h u n t ʃ p a ts iː r a k z eː z iː ɛ ɛ a ts ɛ n ɪ x t a d a s z ɛ ʃ ə n ts iː t r uː ts ə t z iː f oː r ɑː l ə m v iː d s v ɛ t ə r s oː k uː a k t ɪ ʃ t ɪ ʃ x z iː,Basel,0b890339-031a-43ef-bc2e-5e8b5ac5e613,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,female,thirties,27
12_Graubünden_ce50fa32-dbc4-4f72-bd5f-5128784a5abc,12,Graubünden,"Ich bin heute mit dem Hund spazieren und es war so schön draussen zu sein, vor allem weil das Wetter so gut war.",ʊ iː b ɪ n h y t m ɪ d e m h ʊ m t ʃ p a ts iː r ɜ ʊ n d ɪ ɛ l ɪ n ə z oː ʃ œ n k z iː d ʊ x ts ə t ts z iː f ɔ r a l ə m ə n v ɛ l ts ts s v ɛ t ə r z oː ɡ uː k z iː ɪ t,Basel,ce50fa32-dbc4-4f72-bd5f-5128784a5abc,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,female,twenties,27
12_Bern_d2dee463-0eb9-47fa-b739-f1dccd8638f9,12,Bern,Ich will mit dem Hund spazieren.,ʃ n iː n ə ɛ v iː r i h a h u m ɪ t m h oː m ʃ p a ts iː r ə o n t,Basel,d2dee463-0eb9-47fa-b739-f1dccd8638f9,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,male,twenties,27
12_Ostschweiz_831d404d-b189-42b6-8120-073c1f8af73c,12,Ostschweiz,"Also irgendwo dort mit dem Hund spazieren. Es war schon schön, da draussen zu sein, vor allem weil das Wetter hier gut war.",v ɔ s eː d iː d r ɪ m t n ɪ k d ɛ m h uː ʃ p a ts iː r ə ɔ s v eɪ f ʊ n d ɛ n ɪ ʃ z oː ɪ s t ɪ ʃ ʃ oː ʃ ɜː n ts iː d uː ts ʊ ts iː f ɔ ɑː l ə m d ɛ s l ɛ p t oː s ɔ ɡ oː k ts iː ʃ t ʊ n d ə,Bern,831d404d-b189-42b6-8120-073c1f8af73c,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,male,sixties,27
12_Basel_8050767b-0a0e-43db-8754-2a42e896f7dd,12,Basel,"Ich bin mit dem Hund spazieren. Und es ist so schön gewesen draußen, vor allem weil es so gut war.",ɪ ç p eː t ə m ɪ d e m h ʊ n t ʃ p a ts iː r ə m ɛ l t ʊ n t v ɛ n ə ɛ s z ɪ ç z oː ʃ œ n k z iː d uː s ts ə f ɔ a l ə m v eː l s t a t ɔ s oː ɡ y k z ɪ ʃ,Basel,8050767b-0a0e-43db-8754-2a42e896f7dd,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,female,thirties,27
12_Bern_24f85b05-10f3-49f3-bfd0-273120e750cb,12,Bern,Und ich habe heute mit dem Hund spazieren und es war so schön draussen in der Nähe. Vor allem weil das Wetter so gut war.,ʊ n t ɪ t ɪ h t m ɪ t m ɛ h oː t ʃ p ɔ ts iː r ə n ʊ n t ə d a s ɪ ʃ z oː ʃ oː n t oː s ə m ɪ t t iː k z iː f oː r aʊ m b oː ts v a t ə ɪ dʒ ɑː x z oː q uː t ɪ ʃ k z iː,Basel,24f85b05-10f3-49f3-bfd0-273120e750cb,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,male,fourties,27
12_Basel_1cd99b41-8298-4180-aec6-bb65039c9ed7,12,Basel,"Ich habe heute mit dem Hund spazieren gehen sollen. Es war so schön, draußen zu sein, vor allem weil das Wetter so gut war.",ɔ ɪ h y t m ɪ d e m h uː n ʃ p ɔ ts iː r ə r ə ʊ n t ɔ z ɪ ʃ z oː ʃ ə l ts iː ə d uː z uː ts iː f oː r a n ə s l ɑː t ə z uː k uː q z eː ɪ ʃ b ɪ n,Basel,1cd99b41-8298-4180-aec6-bb65039c9ed7,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,male,twenties,27
12_Bern_887b50f8-215b-4a1d-8f32-13516da6506f,12,Bern,"Ich bin heute mit dem Hund spazieren gegangen. Es war so schön, hier draußen zu sein. Vor allem, weil das Wetter so gut war.",j ɛ v ɪ b ɪ h ø ɾ t z iː m ɪ t d e m h oː m ʃ p a ts iː r a s ʃ s ɔ ʃ a ŋ s iː d oː s ʊ ts iː f ɔ r aʊ m b y ɡ ɜ l l ɑː k t ə s oː k uː d ɪ ʃ k z iː,Basel,887b50f8-215b-4a1d-8f32-13516da6506f,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,female,sixties,27
12_Innerschweiz_4a8346e7-fa21-49b9-9a6f-c69ef828a68c,12,Innerschweiz,"Heute mit dem Hund spazieren gewesen. Es war so schön, draussen zu sein. Vor allem weil das Wetter so gut war.",r ɪ t ə m ɪ d e h uː p ɔ ɾ ts iː r ə k ts iː d a s ɪ ʃ s oː ʃ ə n x s iː t oː s ə ts iː f r aʊ n ə z s v a t ə r s ʊ uː k s iː ʃ,Basel,4a8346e7-fa21-49b9-9a6f-c69ef828a68c,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,male,fifties,27
12_Bern_0497b106-6644-42ce-b99e-57f9a6c7fc81,12,Bern,"Ich bin heute mit dem Hund spazieren gegangen. Es war so schön hier draußen zu sein, vor allem weil das Wetter so gut war.",ɛ ɪ b ɪ h y t ə m ɪ t ə m ʊ n t p ɔ ɾ ts iː r ə n n t z ɪ ç s oː ʃ ø n k s iː d uː ŋ s s uː z iː f oː r aʊ b ə ts v a t ɪ f s oː q iː t ɪ ʃ k z iː ʊ,Basel,0497b106-6644-42ce-b99e-57f9a6c7fc81,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,male,sixties,27
12_Graubünden_d2f85a8f-7c45-48e3-a804-0b192f7f8ad6,12,Graubünden,"Ich bin mit dem Hund spazieren gegangen. Es war so schön, draußen zu sein. Vor allem, weil das Wetter so gut war.",aʊ l n ʊ m ɪ ç iː l b ɪ n ɪ l b ɪ h aʊ p t ə n m ɪ d m h oː n ʃ p a ts iː r ɜ ɛ s ɪ t s oː ʃ œ m z iː d uː s ə z iː f ɔ r a l ə m b ɪ l s v ɛ t ə z oː r uː t z iː ɪ ʃ b ʊ n t,Basel,d2f85a8f-7c45-48e3-a804-0b192f7f8ad6,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,male,twenties,27
12_Basel_fd72db57-c291-43e6-840e-92e06f83ae56,12,Basel,Ich habe hier einen Dach mit dem Honus spazieren. Ich habe hier auch die Melancholie vor allem zu erwarten.,v iː n iː t iː d ɑː m ɪ d e m oː m ʃ t ɔ ts iː r ə ɔ v d iː oː d r aʊ n ɔ x ɪ s t eː h n ɛ r aʊ d iː n a h ɔ ts ɑː f ɔ m ts iː ɑː ʊ z ɪ ts uː n ɪ ʃ t t,Basel,fd72db57-c291-43e6-840e-92e06f83ae56,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,male,twenties,27
12_Wallis_50e4a935-c887-4c38-aff2-6286aab725d1,12,Wallis,"Ich bin heute mit dem Hund Spaziergang gehabt. Es war so schön draußen zu sein. Vor allem, weil das Wetter so gut war.",ɛ x b eː f i t a m ɪ t d ɛ m h oː n t k a p ʃ p a ts iː r ə k z iː a z r a l l n z ɪ ç z oː ʃ œ n k z iː t a d uː s ɪ f o r ts eː f ɔ r a l ə m v i l ts v a t r z oː ɡ ɪ t k z iː ɪ ʃ,Basel,50e4a935-c887-4c38-aff2-6286aab725d1,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,female,twenties,27
12_Bern_ba118975-5963-4495-927a-a78d19dd98c1,12,Bern,"Heute mit dem Hund spazieren. Es war so schön, draussen zu sein. Vor allem, weil das Wetter so gut war.",ɪ l t ə m ɪ t m h oː m ʃ p ɔ ts iː r ə ɛ s ɪ s oː ʃ oː r ə n ts iː d oː s ə ts iː f oː r ɔ ʊ m b f a b ə s oː ɡ uː t ɪ ʃ k iː,Basel,ba118975-5963-4495-927a-a78d19dd98c1,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,male,fourties,27
12_Ostschweiz_a677eda9-7709-4c9d-8656-e7b665140f3b,12,Ostschweiz,Es ist ja... ja... Mir tut es wunderbar spazieren. Es ist so schön gewesen. Tausend Ziffern fürs Wetter.,v ə ə m e ʃ ʃ oː ə n i n oː ʃ b i ɔ t d h uː d b ɔ ɔ ʃ p ɔ ts iː r ə oː e s iː ɪ z ɪ ʃ s uː s uː ʃ uː k s iː b uː s ts iː f ʊ r aʊ l b ð eɪ z v eɪ p z ʊ,Bern,a677eda9-7709-4c9d-8656-e7b665140f3b,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.",ChatGPT,male,thirties,27
15_Graubünden_f2feaf58-1285-4fc1-831d-5c1b013b7e0b,15,Graubünden,"Ja, ich war in der ersten neuen Buchladen in der Stadt. Die Auswahl war super und ich habe ein paar interessante Bücher gefunden.",j aɪ v ɪ n d e s ə n n oɪ ə b uː x l a t a k s iː ɪ ʃ ʃ t a t uː s v a l ɪ ʃ s u p r k s i ʊ n t iː h a n a p a r ɪ n t r e s a n t ɪ b iː x ə r k f u n d ə,Basel,f2feaf58-1285-4fc1-831d-5c1b013b7e0b,"Ich war gestern im neuen Buchladen in der Stadt. Die Auswahl war super, und ich habe ein paar interessante Bücher gefunden.",ChatGPT,female,fourties,24
15_Bern_24f85b05-10f3-49f3-bfd0-273120e750cb,15,Bern,gestern neue Buchladen gesehen statt. Das war super und ich habe ein paar interessante Bücher gefunden.,ɡ eː ʃ t ɪ n oɪ b uː x ɔ d ə k s iː ʃ t a t d uː s v ɑː ʃ s ts uː p ə k s iː ʊ n d ɛ ɾ b a r ɪ n t ə s ɑː d iː b x k f oː m d ə ə,Basel,24f85b05-10f3-49f3-bfd0-273120e750cb,"Ich war gestern im neuen Buchladen in der Stadt. Die Auswahl war super, und ich habe ein paar interessante Bücher gefunden.",ChatGPT,male,fourties,24
15_Innerschweiz_acf67674-c912-42c0-ba3c-f85e2db965ac,15,Innerschweiz,Ich war am nächsten Tag im Neubuchladen und die Auswahl war nicht super. Ich habe dann interessante Bücher gefunden.,ʃ t eː d ɪ m ɛ l b uː ɾ x ɛ t ə ts uː v ɪ ʃ t a t uː m iː s v ɛ r ɪ ø ɪ n z ɛ b ɪ ʃ eː v ɪ ts ɪ b r z iː ʊ n t v iː f ɛ z eː s d ɛ s t d iː v ɛ n ə t iː v r ts ɛ ɛ n t iː b iː x ə r k f d ə,Ostschweiz,acf67674-c912-42c0-ba3c-f85e2db965ac,"Ich war gestern im neuen Buchladen in der Stadt. Die Auswahl war super, und ich habe ein paar interessante Bücher gefunden.",ChatGPT,male,thirties,24
15_Ostschweiz_72911186-8b0e-4c0b-af3d-4d8765072930,15,Ostschweiz,Und ich war gestern im neuen Buchladen in der Stadt. Die Auswahl war super und ich habe ein paar interessante Bücher gefunden.,ʊ n d ɛ ɾ r iː v t eː ʃ t o ɪ n n oɪ ə b uː f ɑː t ə ɪ d ə ʃ t a t ɪ d iː d uː s v ɑː l ɪ ʃ s uː b u k s iː ʊ n d iː f ɑː ɪ ʃ p aʊ ɪ n t s a n t ɪ b y x ɔ k f uː n d ə ɔ n,Basel,72911186-8b0e-4c0b-af3d-4d8765072930,"Ich war gestern im neuen Buchladen in der Stadt. Die Auswahl war super, und ich habe ein paar interessante Bücher gefunden.",ChatGPT,male,twenties,24
15_Innerschweiz_4a8346e7-fa21-49b9-9a6f-c69ef828a68c,15,Innerschweiz,Ich war gestern in einer Buchladung in der Stadt und die Auswahl war super. Ich habe ein paar interessante Bücher gefunden.,ɑː v ɪ r b ɪ d ɛ ɾ ʃ t uː d ə n aɪ ə uː ɾ f l ɔ b ə ts iː ɡ ə ʃ t ɔ ɾ p t ʊ n d uː z v ɑː l ɪ ç s uː p p ə k z eː h ɑː n d ɪ x s b aɪ r ɪ n t ɾ r z a n t ə t iː x ə f ʊ n d ə,Basel,4a8346e7-fa21-49b9-9a6f-c69ef828a68c,"Ich war gestern im neuen Buchladen in der Stadt. Die Auswahl war super, und ich habe ein paar interessante Bücher gefunden.",ChatGPT,male,fifties,24
15_Ostschweiz_8d167b1c-7f89-4487-a0a9-2bbe08bf0b41,15,Ostschweiz,Ich war gestern in einem neuen Buchladen in dieser Stadt. Die Auswahl war super und ich habe ein paar interessante Bücher gefunden.,iː ɡ iː ɡ e ʃ t oː n oɪ ə b uː x l aʊ t ə k s iː ɪ t ə ʃ t a t aɪ d uː s v ɑː l iː s uː b u k s iː ʊ n d iː x ɑː m a b aʊ n t oː s a m t iː b j o x f uː n d ə,Basel,8d167b1c-7f89-4487-a0a9-2bbe08bf0b41,"Ich war gestern im neuen Buchladen in der Stadt. Die Auswahl war super, und ich habe ein paar interessante Bücher gefunden.",ChatGPT,male,fourties,24
15_Zürich_ce8839ae-3b20-491c-8c33-cef08b4def6e,15,Zürich,Ich war gestern im Neubuchladen in der Stadt und die Auswahl war super. Ich habe ein paar interessante Bücher gefunden.,æ l ɪ s b iː ɡ æ ʃ t ə ɪ n d uː b uː f l æ t iː v ɚ ʃ t ɹ ɑː p ts iː ʊ n t ɚ uː s m aʊ ɹ ɪ ʃ s uː p p ɪ k s iː t æ n t iː x æ æ ð æ ɪ n t ɚ s ɑː m t iː p iː f k f uː n ɡ ɚ,Bern,ce8839ae-3b20-491c-8c33-cef08b4def6e,"Ich war gestern im neuen Buchladen in der Stadt. Die Auswahl war super, und ich habe ein paar interessante Bücher gefunden.",ChatGPT,male,sixties,24
15_Bern_d9b44aee-da3d-42c8-8ad1-d1029767f05a,15,Bern,Ich war gestern in einem neuen Buchladen in der Stadt. Die Auswahl war super und ich habe ein paar interessante Bücher gefunden.,iː h ɪ ç ɡ ɛ ʃ t ə n ɪ n oɪ ə b oː x ɑː ɾ d ə k s iː ɪ ʃ t a p t d uː s v ɑː ɪ ç z uː p ə k z iː ʊ m d ɛ ɾ s b ɑː r ɪ m t r ɪ z ɑː m t iː b y x ə k f oː m ə,Basel,d9b44aee-da3d-42c8-8ad1-d1029767f05a,"Ich war gestern im neuen Buchladen in der Stadt. Die Auswahl war super, und ich habe ein paar interessante Bücher gefunden.",ChatGPT,male,fourties,24
15_Basel_12fb73be-cf60-4794-befb-381682ccda9a,15,Basel,Ich war gestern in einem neuen Buchladen in der Stadt und das war super. Ich habe ein paar interessante Bücher gefunden.,ɪ x b eː m aʊ n ɪ ɾ ʃ ɔ x b ɪ ɡ ə ʃ t ə n oː ə h ø b uː ɾ x l aɪ t ə k s iː ə n d ə ʃ t a t ə n d uː s v aɪ s uː b ʊ k s ə ɡ ə x a ʃ t d ɛ ɾ ɛ n t ə s a n t ɪ b y x ʊ k f ʊ n d ə,Basel,12fb73be-cf60-4794-befb-381682ccda9a,"Ich war gestern im neuen Buchladen in der Stadt. Die Auswahl war super, und ich habe ein paar interessante Bücher gefunden.",ChatGPT,female,twenties,24
