name,speaker_id,dialect,sample_id,text,gender,snr,c50,utterance_pitch_mean,utterance_pitch_std,speaking_rate,phonemes,stoi,si-sdr,pesq,pitch,speaking_rate_cls,noise,reverberation,speech_monotony,sdr_noise,pesq_speech_quality,quality
Zürich_3f2710fb87eef194b46821f4267b2316a9c1c5247b259733d4a724e95521d790,3e7e3ad6-938d-40fa-9787-2e9f8c529a66,Zürich,3f2710fb87eef194b46821f4267b2316a9c1c5247b259733d4a724e95521d790,Das ist in Anbetracht der Grösse des Autos ein hervorragender Wert.,male,36.117000579833984,51.10294342041016,114.1354522705078,23.94010353088379,6.794564348521184,dæs  ɪn  dɜ˞  dɛs ɔtoʊz aɪn  wɜ˞t.,0.970576822757721,21.210708618164062,2.22739577293396,quite low pitch,slightly fast,slightly noisy,quite confined sounding,very monotone,almost no noise,slightly bad speech quality,Average
Zürich_3f70be57855448e339328f414d76912a3f42ee599358e2f384b609df54547906,3e7e3ad6-938d-40fa-9787-2e9f8c529a66,Zürich,3f70be57855448e339328f414d76912a3f42ee599358e2f384b609df54547906,Der Ministerpräsident hat den Ungarn eine radikale Wende zum Besseren versprochen.,male,42.824954986572266,57.40940475463867,115.469970703125,23.851581573486328,3.284072249589491,dɜ˞  hæt dɛn    wɛnd   .,0.961480975151062,13.71717929840088,2.399523973464966,quite low pitch,quite slowly,moderate ambient sound,very confined sounding,very monotone,slightly noisy,slightly bad speech quality,Average
Zürich_483311d86a89f39186ec85dc2a5776e835179ac3c341bcf7c0c45e67a8c09032,3e7e3ad6-938d-40fa-9787-2e9f8c529a66,Zürich,483311d86a89f39186ec85dc2a5776e835179ac3c341bcf7c0c45e67a8c09032,Mich erinnert das immer an Pilze.,male,40.780418395996094,46.83464813232422,108.55307006835938,11.113430976867676,3.687315634218289,mɪtʃ  dæs  æn .,0.9500687122344972,20.3436336517334,2.523768901824951,quite low pitch,slightly slowly,moderate ambient sound,quite confined sounding,very monotone,almost no noise,slightly bad speech quality,Average
Zürich_54e2ff063aa8aa6bfd87bec5a602568cbd2cc3b0149d83eded8982214fef5abd,3e7e3ad6-938d-40fa-9787-2e9f8c529a66,Zürich,54e2ff063aa8aa6bfd87bec5a602568cbd2cc3b0149d83eded8982214fef5abd,S. selbst wollte sich zunächst nicht zu den Vorwürfen äussern.,male,53.35478210449219,51.42987060546875,112.5150146484375,51.14322280883789,2.450980392156863,ɛs       dɛn  .,0.9665342569351196,18.662744522094727,2.4649577140808105,quite low pitch,quite slowly,slightly clear,quite confined sounding,quite monotone,almost no noise,slightly bad speech quality,Average
Zürich_0bac14f8eabc0a2d1d1657c89bb82c1fd5c74e8b53d7f3ef8661cc098228a466,ce8839ae-3b20-491c-8c33-cef08b4def6e,Zürich,0bac14f8eabc0a2d1d1657c89bb82c1fd5c74e8b53d7f3ef8661cc098228a466,Diese Möglichkeit sollte bestehen.,male,53.72159957885742,39.44033432006836,110.7957763671875,20.84495735168457,0.9832841691248771,   .,0.9644401669502258,19.807619094848636,2.2160611152648926,quite low pitch,very slowly,slightly clear,slightly confined sounding,very monotone,almost no noise,slightly bad speech quality,Average
Zürich_0bef0994d97c9a2212ab572838c5f01b44d62693c400c8cf21618adf8aad0cbe,ce8839ae-3b20-491c-8c33-cef08b4def6e,Zürich,0bef0994d97c9a2212ab572838c5f01b44d62693c400c8cf21618adf8aad0cbe,Nach der Ausgabe im Jahr 2012 soll auch Wettingen wieder vertreten sein.,male,37.01598358154297,56.23178482055664,117.39693450927734,13.794461250305176,4.878048780487805, dɜ˞  ɪm dʒɑɹ  sɑl ɔtʃ  widɜ˞  saɪn.,0.9241533279418944,14.896018028259276,2.0871357917785645,quite low pitch,moderate speed,moderate ambient sound,very confined sounding,very monotone,slightly noisy,bad speech quality,Average
Zürich_0c631472bfe095ce2c93f5e80eb91a7c6239d7edd163b232ad402991f618f3c2,ce8839ae-3b20-491c-8c33-cef08b4def6e,Zürich,0c631472bfe095ce2c93f5e80eb91a7c6239d7edd163b232ad402991f618f3c2,Wir verlosen 1 x 2 Tickets pro Konzert.,male,49.67118835449219,38.62315368652344,124.654052734375,14.528133392333984,5.162241887905605,   ɛks  tɪkʌts pɹoʊ .,0.9608092308044434,17.374431610107422,2.2395057678222656,quite low pitch,moderate speed,slightly clear,slightly confined sounding,very monotone,almost no noise,slightly bad speech quality,Average
Zürich_1224cef35824a148421f31ad3b49c04f5db7b0910853525ccf5f8a6762945b01,ce8839ae-3b20-491c-8c33-cef08b4def6e,Zürich,1224cef35824a148421f31ad3b49c04f5db7b0910853525ccf5f8a6762945b01,Vielen Dank für deinen Sondereinsatz.,male,61.43413543701172,51.74400329589844,133.37411499023438,19.98517227172852,2.688172043010753, dæŋk   .,0.9031218886375428,16.783597946166992,2.562002182006836,quite low pitch,quite slowly,quite clear,quite confined sounding,very monotone,almost no noise,slightly bad speech quality,Average
Zürich_1f50f7476557eaa00908c697c7a270633ca04ec497bf04be513b104501fa7a4b,ce8839ae-3b20-491c-8c33-cef08b4def6e,Zürich,1f50f7476557eaa00908c697c7a270633ca04ec497bf04be513b104501fa7a4b,"Geschätzter Präsident, liebe Anwesenden.",male,55.9825439453125,33.67564392089844,111.6637954711914,35.47560501098633,1.9157088122605364," , lib .",0.92031067609787,18.439350128173828,2.0324769020080566,quite low pitch,quite slowly,slightly clear,moderate reverberation,quite monotone,almost no noise,bad speech quality,Average
Graubünden_39744e0269a89ac9454e2d5e0edf2d7365b3da878f9d42f0c1b643f5447a498f,c4f6bcdf-fc02-4fe8-9277-0701cfffebab,Graubünden,39744e0269a89ac9454e2d5e0edf2d7365b3da878f9d42f0c1b643f5447a498f,In der Folge haben wir einen Dreiachser mit dem Vierachser verglichen.,female,71.1128158569336,44.67207717895508,187.80923461914065,37.74020767211914,4.047093451066961,ɪn dɜ˞      ɛmaɪti   .,0.9911578297615052,25.871849060058597,3.550558567047119,slightly high pitch,slightly slowly,very clear,quite confined sounding,quite monotone,very clear,great speech quality,Good
Graubünden_3be5389c98879f07622ccdc210a6752e56bfaebe8dea2d2b365508b2c473524c,c4f6bcdf-fc02-4fe8-9277-0701cfffebab,Graubünden,3be5389c98879f07622ccdc210a6752e56bfaebe8dea2d2b365508b2c473524c,Dieser gab in der Folge mehrere Schüsse ab.,female,70.54412078857422,53.31857299804688,185.0695953369141,33.627986907958984,4.545454545454546, ɡæb ɪn dɜ˞    æb.,0.9915798902511596,25.70879364013672,3.663711309432984,slightly high pitch,slightly slowly,very clear,very confined sounding,very monotone,very clear,great speech quality,Good
Graubünden_8dc3baff76914306ed3c75789738e6c3acb28a678317db2090f3a2cd5adab4ff,c4f6bcdf-fc02-4fe8-9277-0701cfffebab,Graubünden,8dc3baff76914306ed3c75789738e6c3acb28a678317db2090f3a2cd5adab4ff,Die spektakuläre Wende im ­Leben der Tochter beschäftigte die Eltern.,female,71.25907135009766,58.88328552246094,191.93836975097656,20.757963180541992,5.898021308980213,daɪ  wɛnd ɪm ­lɛbʌn dɜ˞   daɪ .,0.9978737831115724,29.585433959960938,3.843603610992432,slightly high pitch,moderate speed,very clear,very confined sounding,very monotone,very clear,wonderful speech quality,Good
Graubünden_a216dc0a1c40d4d43142213a33846c8a2579d30f1ce0b35c4fbc4c7ec96ec874,c4f6bcdf-fc02-4fe8-9277-0701cfffebab,Graubünden,a216dc0a1c40d4d43142213a33846c8a2579d30f1ce0b35c4fbc4c7ec96ec874,Hier ist es eben umgekehrt.,female,73.86140441894531,58.557918548583984,312.19970703125,185.61932373046875,4.778972520908005,haɪɜ˞  ɛs ɛbʌn .,0.9981983304023744,28.111572265625,3.839720487594605,slightly high pitch,slightly slowly,very clear,very confined sounding,quite expressive,very clear,wonderful speech quality,Good
Graubünden_a93c4a7a8aff6a203e6eb04b33ae0824c6a09c0a7e61401e8dba01be5733972b,c4f6bcdf-fc02-4fe8-9277-0701cfffebab,Graubünden,a93c4a7a8aff6a203e6eb04b33ae0824c6a09c0a7e61401e8dba01be5733972b,Die Überarbeitung macht dann wieder Spass.,female,66.07132720947266,41.83757019042969,188.22076416015625,34.07004165649414,5.555555555555555,daɪ  mætʃt dæn widɜ˞ .,0.9979161620140076,30.507404327392575,3.615065097808838,slightly high pitch,moderate speed,quite clear,slightly confined sounding,very monotone,very clear,great speech quality,Good
Basel_692121b155e997971f29e5f2b754b5c36d5da08e47dff8ed28340958351a8333,8800b4de-fa22-4fdc-9f29-457c4010fd57,Basel,692121b155e997971f29e5f2b754b5c36d5da08e47dff8ed28340958351a8333,Die früheren Funde waren jeweils rechte Füsse gewesen.,female,55.26227188110352,49.55201721191406,172.5109100341797,31.767602920532227,4.400440044004401,daɪ   wɛɹʌn    .,0.9883424639701844,24.72385597229004,3.640322208404541,quite low pitch,slightly slowly,slightly clear,quite confined sounding,very monotone,almost no noise,great speech quality,Good
Basel_d09071263e3a0fc535d03bdbd985bffd8dade382a26d756ce3b47dedcd3bc268,8800b4de-fa22-4fdc-9f29-457c4010fd57,Basel,d09071263e3a0fc535d03bdbd985bffd8dade382a26d756ce3b47dedcd3bc268,Sie hatte nie eine Chance.,female,49.24647903442383,42.56696319580078,190.53463745117188,27.16204643249512,5.892255892255893,si  ni  tʃæns.,0.9947681427001952,26.95290184020996,3.574711799621582,quite low pitch,moderate speed,slightly clear,slightly confined sounding,very monotone,very clear,great speech quality,Good
Basel_dbc0c4f6119b023e01370702ff6947d36f0583b7aa2b46430170db3d7dd2ed38,8800b4de-fa22-4fdc-9f29-457c4010fd57,Basel,dbc0c4f6119b023e01370702ff6947d36f0583b7aa2b46430170db3d7dd2ed38,China will nun zu Gegenmassnahmen greifen.,female,45.622657775878906,50.51586532592773,179.51449584960938,30.25764274597168,4.716981132075472,tʃaɪnʌ wɪl nʌn   .,0.9945907592773438,25.656009674072266,3.515303373336792,quite low pitch,slightly slowly,moderate ambient sound,quite confined sounding,very monotone,very clear,great speech quality,Good
Basel_39744e0269a89ac9454e2d5e0edf2d7365b3da878f9d42f0c1b643f5447a498f,8800b4de-fa22-4fdc-9f29-457c4010fd57,Basel,39744e0269a89ac9454e2d5e0edf2d7365b3da878f9d42f0c1b643f5447a498f,In der Folge haben wir einen Dreiachser mit dem Vierachser verglichen.,female,55.26504135131836,46.26504898071289,166.19447326660156,22.283287048339844,5.178907721280602,ɪn dɜ˞      ɛmaɪti   .,0.9697853922843932,15.342514991760254,2.3990814685821533,quite low pitch,moderate speed,slightly clear,quite confined sounding,very monotone,slightly noisy,slightly bad speech quality,Average
Basel_3ffed528cc8a21fdb23b883803150d147ead886fc05dc6b1593ad3336837cf45,8800b4de-fa22-4fdc-9f29-457c4010fd57,Basel,3ffed528cc8a21fdb23b883803150d147ead886fc05dc6b1593ad3336837cf45,Deshalb sollte ein Lohn vernünftig aber nicht übertrieben sein.,female,56.83203125,48.32329559326172,172.85633850097656,29.526033401489254,5.208333333333334,  aɪn lɑn  eɪbɜ˞   saɪn.,0.9846488833427428,20.523658752441406,2.7994751930236816,quite low pitch,moderate speed,slightly clear,quite confined sounding,very monotone,almost no noise,moderate speech quality,Average
Bern_8dd80a641af4af185413353981bd75c810059a58a2158085775513dd361d2999,d9b44aee-da3d-42c8-8ad1-d1029767f05a,Bern,8dd80a641af4af185413353981bd75c810059a58a2158085775513dd361d2999,Erfreut über die Wahl sind die 23-Jährige und der 26-Jährige trotzdem.,male,69.25973510742188,59.5268440246582,124.48662567138672,30.147193908691406,5.555555555555555,  daɪ wɑl sɪnd daɪ - ʌnd dɜ˞ - .,0.994951605796814,28.36324691772461,3.940929651260376,quite high pitch,moderate speed,very clear,very confined sounding,very monotone,very clear,wonderful speech quality,Good
Bern_b13cbf63e74ca8de2368c4d1b5532d2143ae933fb722c731e6b11dd153a160bf,d9b44aee-da3d-42c8-8ad1-d1029767f05a,Bern,b13cbf63e74ca8de2368c4d1b5532d2143ae933fb722c731e6b11dd153a160bf,Die Türen haben keine Griffe und öffnen sich bei Berührung automatisch.,male,50.741310119628906,58.02936935424805,136.11349487304688,30.7756404876709,3.7777777777777777,daɪ     ʌnd     .,0.9923257827758788,25.93687438964844,3.713733911514282,quite high pitch,slightly slowly,slightly clear,very confined sounding,very monotone,very clear,great speech quality,Good
Bern_b95b6f0b975f1f36179c01dfcc8926f33128af0e7f548d1bd0b3617384b7c55c,d9b44aee-da3d-42c8-8ad1-d1029767f05a,Bern,b95b6f0b975f1f36179c01dfcc8926f33128af0e7f548d1bd0b3617384b7c55c,Ein ständiges Monitoring des Themas mit aktiven Massnahmen?,male,66.37786102294922,58.94747543334961,151.6175994873047,35.52733612060547,5.265068990559187,aɪn  mɑnʌtɜ˞ɪŋ dɛs  ɛmaɪti  ?,0.9944841265678406,30.36507225036621,3.8082387447357178,quite high pitch,moderate speed,quite clear,very confined sounding,quite monotone,very clear,wonderful speech quality,Good
Bern_c1057d7a224d8118f1880c9b6480a4c27f47547b1bf38aa7f507cc8db82306e9,d9b44aee-da3d-42c8-8ad1-d1029767f05a,Bern,c1057d7a224d8118f1880c9b6480a4c27f47547b1bf38aa7f507cc8db82306e9,Das würde ich heute nicht mehr versuchen!,male,64.1649169921875,39.850547790527344,135.93246459960938,48.520751953125,4.040404040404041,dæs  ɪtʃ   mɛɹ !,0.9981980919837952,29.45651626586914,3.737757682800293,quite high pitch,slightly slowly,quite clear,slightly confined sounding,quite monotone,very clear,great speech quality,Good
Bern_c1d32c04d7bc9a9220b6cddfd4a6525c9a5e0a2379e555f835d17f4f2963d0c4,d9b44aee-da3d-42c8-8ad1-d1029767f05a,Bern,c1d32c04d7bc9a9220b6cddfd4a6525c9a5e0a2379e555f835d17f4f2963d0c4,Damit ist der SUV-Floh flott unterwegs.,male,69.93993377685547,53.91974258422852,173.5612335205078,68.1556625366211,4.444444444444445,  dɜ˞ ɛsjuvi- flɑt .,0.9886040687561036,27.13986587524414,3.537249088287353,quite high pitch,slightly slowly,very clear,very confined sounding,slightly monotone,very clear,great speech quality,Good
Graubünden_09b8eaefec663257d7825199166a35818fea9eb02b2c791d20815d9d4c9005a5,031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72,Graubünden,09b8eaefec663257d7825199166a35818fea9eb02b2c791d20815d9d4c9005a5,Der Gemeinderat nimmt es auch als Postulat entgegen.,female,75.46986389160156,56.99828338623047,202.43402099609372,19.036985397338867,4.670599803343166,dɜ˞   ɛs ɔtʃ ælz  .,0.9905807375907898,24.150081634521484,3.882359266281128,very high pitch,slightly slowly,very clear,very confined sounding,very monotone,almost no noise,wonderful speech quality,Good
Graubünden_0a0ea869b651486c0c11d1e81eb9626e01de0984c3c8c8aea9649a1a9c711af9,031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72,Graubünden,0a0ea869b651486c0c11d1e81eb9626e01de0984c3c8c8aea9649a1a9c711af9,"Das ist auch die Praxis, die bisher angewendet wurde.",female,73.3380126953125,40.825321197509766,309.60748291015625,145.96409606933594,5.459216441875402,"dæs  ɔtʃ daɪ pɹæksɪs, daɪ bɪʃɜ˞  .",0.99235737323761,29.840377807617188,3.7073099613189697,very high pitch,moderate speed,very clear,slightly confined sounding,slightly expressive,very clear,great speech quality,Good
Graubünden_0dbe206bde599330ccb02ec23d0749db309401a29ed137a95ee6122ba73f34ef,031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72,Graubünden,0dbe206bde599330ccb02ec23d0749db309401a29ed137a95ee6122ba73f34ef,"Es wurde auch die Investitionsperspektive angesprochen, welche sich völlig anders entwickelt hat.",female,67.9356689453125,52.24248123168945,210.79458618164065,81.763427734375,3.875968992248062,"ɛs  ɔtʃ daɪ  ,    ændɜ˞z  hæt.",0.9842170476913452,22.223058700561523,3.578677177429199,very high pitch,slightly slowly,very clear,very confined sounding,slightly monotone,almost no noise,great speech quality,Good
Graubünden_1250f3bc71f09c13e849bd4662247c9fb6d6b0b2255a456d9223c997260e4325,031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72,Graubünden,1250f3bc71f09c13e849bd4662247c9fb6d6b0b2255a456d9223c997260e4325,Das muss ich kritisch hinterfragen.,female,75.13226318359375,49.82526016235352,204.5089874267578,14.66952133178711,3.594771241830065,dæs  ɪtʃ  .,0.983646810054779,24.357934951782227,3.550102472305298,very high pitch,slightly slowly,very clear,quite confined sounding,very monotone,almost no noise,great speech quality,Good
Graubünden_180209841bf672790ec1936e312dd6e655ff5c5d243ad188343779aaf10b6397,031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72,Graubünden,180209841bf672790ec1936e312dd6e655ff5c5d243ad188343779aaf10b6397,Auch heute habe ich diesen Eindruck noch.,female,75.54446411132812,37.05938720703125,205.5386657714844,35.24506759643555,4.198966408268734,ɔtʃ   ɪtʃ   .,0.996867835521698,28.097599029541016,3.9596564769744873,very high pitch,slightly slowly,very clear,slightly confined sounding,quite monotone,very clear,wonderful speech quality,Good
Zürich_86cce8c01ce02f96a2d9b59c489bf427d211b03f45edabcc404d31925c375690,ba826a45-33f8-47ef-9516-a66a201aac29,Zürich,86cce8c01ce02f96a2d9b59c489bf427d211b03f45edabcc404d31925c375690,Der Supreme Court solle nun entscheiden.,female,47.62566375732422,52.53269958496094,213.1537933349609,38.92243576049805,4.8500881834215175,dɜ˞ sʌpɹim kɔɹt  nʌn .,0.949614942073822,12.885223388671877,2.194659471511841,moderate pitch,moderate speed,slightly clear,very confined sounding,quite monotone,slightly noisy,slightly bad speech quality,Average
Zürich_87bc835c693d352ad4ab23b12c21d23abb89c7215c52d090a1c3a84dd29f662d,ba826a45-33f8-47ef-9516-a66a201aac29,Zürich,87bc835c693d352ad4ab23b12c21d23abb89c7215c52d090a1c3a84dd29f662d,Ich muss mich dazu äussern und einiges richtig stellen.,female,53.59550476074219,55.64060592651367,208.46389770507807,35.09938049316406,3.6149162861491626,ɪtʃ  mɪtʃ   ʌnd   .,0.942376434803009,10.972800254821776,2.0597734451293945,moderate pitch,slightly slowly,slightly clear,very confined sounding,quite monotone,slightly noisy,bad speech quality,Average
Zürich_90ba0573667baf4c15f990db7d6e9f6eeeac00ae2f97f198fa7c5a6c057f2718,ba826a45-33f8-47ef-9516-a66a201aac29,Zürich,90ba0573667baf4c15f990db7d6e9f6eeeac00ae2f97f198fa7c5a6c057f2718,Und das sei doch etwas Gutes.,female,48.62624740600586,28.83336067199707,149.22207641601562,70.38184356689453,3.174603174603175,ʌnd dæs    .,0.9956990480422974,28.249099731445312,2.586955070495605,moderate pitch,quite slowly,slightly clear,moderate reverberation,slightly monotone,very clear,slightly bad speech quality,Average
Zürich_9569b513f817a41fd61944c0468bbb3badef2751d26557c651297eca470197cf,ba826a45-33f8-47ef-9516-a66a201aac29,Zürich,9569b513f817a41fd61944c0468bbb3badef2751d26557c651297eca470197cf,Telefonieren gehört zu ihrem täglichen Brot.,female,32.29405975341797,40.52838516235352,153.2198944091797,38.34789276123047,1.4749262536873158,     .,0.9923434853553772,23.254058837890625,3.011251926422119,moderate pitch,very slowly,slightly noisy,slightly confined sounding,quite monotone,almost no noise,moderate speech quality,Average
Zürich_9cc84fa87add01b6563786bba8d3b9063b7b9248539668d826a4388623127740,ba826a45-33f8-47ef-9516-a66a201aac29,Zürich,9cc84fa87add01b6563786bba8d3b9063b7b9248539668d826a4388623127740,Die beiden Astronauten reden mit ihm wie mit einem Menschen.,female,40.44377517700195,37.65010452270508,157.6982421875,52.24321365356445,4.340277777777778,daɪ    ɛmaɪti   ɛmaɪti  .,0.976450741291046,22.14358711242676,3.1829833984375,moderate pitch,slightly slowly,moderate ambient sound,slightly confined sounding,quite monotone,almost no noise,moderate speech quality,Average
Zürich_e8df8092134471fda84abf9eaf520676a1f3eddcbaabb6ab2b9fc624b69844ba,6d34bfbb-2de2-48d9-891d-ae216f9b347b,Zürich,e8df8092134471fda84abf9eaf520676a1f3eddcbaabb6ab2b9fc624b69844ba,Zu Hause spielte er für sich alleine am Klavier amerikanischen Jazz.,male,72.95695495605469,28.511781692504883,122.6443328857422,10.497674942016602,4.121863799283154, haʊs  ɜ˞    æm   dʒæz.,0.9921091198921204,26.02294540405273,3.7908334732055664,slightly low pitch,slightly slowly,very clear,moderate reverberation,very monotone,very clear,wonderful speech quality,Good
Zürich_f06f8fc72470aa5971e4f626e5600f5e7cf6fcd74705aef1012895d0c9119509,6d34bfbb-2de2-48d9-891d-ae216f9b347b,Zürich,f06f8fc72470aa5971e4f626e5600f5e7cf6fcd74705aef1012895d0c9119509,Wir lernen viel über die SRF-Moderatoren.,male,70.7413101196289,21.311634063720703,111.94412231445312,12.139472007751465,3.3129459734964324,  vil  daɪ -.,0.9897096753120422,24.67734146118164,3.787476778030396,slightly low pitch,quite slowly,very clear,slightly roomy sounding,very monotone,almost no noise,wonderful speech quality,Good
Zürich_3c92b128e0c44975439f02ce8ef841c0fc7185908ce849421f860738d70e41e5,6d34bfbb-2de2-48d9-891d-ae216f9b347b,Zürich,3c92b128e0c44975439f02ce8ef841c0fc7185908ce849421f860738d70e41e5,"Es ist richtig, dass es einen Sondereffekt gibt.",male,43.26473236083984,34.71971893310547,109.19658660888672,30.26410484313965,3.9331366764995086,"ɛs  , dæs ɛs   .",0.9633055329322816,23.178756713867188,2.0595107078552246,slightly low pitch,slightly slowly,moderate ambient sound,moderate reverberation,very monotone,almost no noise,bad speech quality,Average
Zürich_4d29f653e232a5f1294d21031b24d8439f88cb4aa79525d2afb0da08837ef97a,6d34bfbb-2de2-48d9-891d-ae216f9b347b,Zürich,4d29f653e232a5f1294d21031b24d8439f88cb4aa79525d2afb0da08837ef97a,Für die hat der neue Jazz einiges zu bieten.,male,73.26936340332031,20.91350555419922,153.19715881347656,109.80642700195312,5.555555555555555, daɪ hæt dɜ˞ nui dʒæz   .,0.9402072429656982,18.685142517089844,2.4023351669311523,slightly low pitch,moderate speed,very clear,slightly roomy sounding,moderate intonation,almost no noise,slightly bad speech quality,Average
Zürich_58c8e150d99ce68bc4c8f674c39d3e7388771057806212011882af2cf1d92f7f,6d34bfbb-2de2-48d9-891d-ae216f9b347b,Zürich,58c8e150d99ce68bc4c8f674c39d3e7388771057806212011882af2cf1d92f7f,Lieber Jürg.,male,69.77633666992188,31.48730087280273,127.80995178222656,8.286693572998047,2.7777777777777777,libɜ˞ .,0.985558271408081,26.470535278320312,2.6269726753234863,slightly low pitch,quite slowly,very clear,moderate reverberation,very monotone,very clear,slightly bad speech quality,Average
Innerschweiz_0065ad971ed5150e8a6ab94b7abc3b4408f38075b3af999a347ae8aadadc512f,72725555-9e5d-436a-b311-25048bc0c594,Innerschweiz,0065ad971ed5150e8a6ab94b7abc3b4408f38075b3af999a347ae8aadadc512f,Das Knowhow der Stadt ist in diesem Bereich sehr gross.,female,50.71389389038086,53.52440643310547,212.62342834472656,57.879676818847656,4.654654654654655,dæs  dɜ˞ stædt  ɪn   sɛɹ ɡɹoʊs.,0.9835167527198792,22.20547866821289,3.564976453781128,very high pitch,slightly slowly,slightly clear,very confined sounding,quite monotone,almost no noise,great speech quality,Good
Innerschweiz_40d8a0047175a6025346e7eb85157d3a240a8518a7ce5b570d493136facf4ebf,72725555-9e5d-436a-b311-25048bc0c594,Innerschweiz,40d8a0047175a6025346e7eb85157d3a240a8518a7ce5b570d493136facf4ebf,Das zeigt auch die Privatwirtschaft.,female,76.04908752441406,56.71174240112305,169.0640411376953,52.43932342529297,3.0381944444444446,dæs  ɔtʃ daɪ .,0.995811939239502,26.686887741088867,3.808329105377197,very high pitch,quite slowly,very clear,very confined sounding,quite monotone,very clear,wonderful speech quality,Good
Innerschweiz_414849919bbb6656c8a8b318b9cf2c4a88d8606cd0dc154ae9ca613ebef4d60a,72725555-9e5d-436a-b311-25048bc0c594,Innerschweiz,414849919bbb6656c8a8b318b9cf2c4a88d8606cd0dc154ae9ca613ebef4d60a,Wir hatten eine Menge Spass am Set.,female,63.43195724487305,40.56810760498047,185.48553466796875,81.5871810913086,4.493464052287582, hætʌn  mɛndʒ  æm sɛt.,0.9850342869758606,25.381872177124023,3.6688711643218994,very high pitch,slightly slowly,quite clear,slightly confined sounding,slightly monotone,very clear,great speech quality,Good
Innerschweiz_48061d475e54288469b24fd5c133a28b77d605ee208573abeeaa2bb0ca55e99e,72725555-9e5d-436a-b311-25048bc0c594,Innerschweiz,48061d475e54288469b24fd5c133a28b77d605ee208573abeeaa2bb0ca55e99e,Ich war als Jugendliche besessen von ihm.,female,75.50433349609375,44.1401252746582,200.257080078125,85.97383880615234,3.2379004771642808,ɪtʃ wɔɹ ælz   vɔn .,0.9800890684127808,23.009593963623047,3.501463890075684,very high pitch,quite slowly,very clear,quite confined sounding,slightly monotone,almost no noise,great speech quality,Good
Innerschweiz_4b27860bc3c81e6c5a270477536ec0fce60750e8e36b7ca64ecf11759c6d628b,72725555-9e5d-436a-b311-25048bc0c594,Innerschweiz,4b27860bc3c81e6c5a270477536ec0fce60750e8e36b7ca64ecf11759c6d628b,Der Grund für den Stromausfall war zunächst unklar.,female,76.84169006347656,59.10563659667969,242.25819396972656,63.29372024536133,3.8194444444444446,dɜ˞ ɡɹʌnd  dɛn  wɔɹ  .,0.9577593207359314,25.716371536254883,3.504411458969116,very high pitch,slightly slowly,very clear,very confined sounding,quite monotone,very clear,great speech quality,Good
Graubünden_0e72e081bd0c8a90846879548061ebd4351b4a32f22575e7d230128d07b0ef61,f2feaf58-1285-4fc1-831d-5c1b013b7e0b,Graubünden,0e72e081bd0c8a90846879548061ebd4351b4a32f22575e7d230128d07b0ef61,Immobilien-Tool Stratus abgestimmt und sollen bis ins Jahr 2035 abgeschlossen sein.,female,47.6733627319336,59.76308822631836,178.2063446044922,33.56977844238281,4.513888888888888,-tul stɹætʌs  ʌnd  bɪs ɪnz dʒɑɹ   saɪn.,0.9870297312736512,27.71398162841797,3.568448781967163,very low pitch,slightly slowly,slightly clear,very confined sounding,very monotone,very clear,great speech quality,Good
Graubünden_ba5b865f0f5df9b6cbb8ee50a2eb0016adb10e4881cbeb15e4f5688ca70cab8c,f2feaf58-1285-4fc1-831d-5c1b013b7e0b,Graubünden,ba5b865f0f5df9b6cbb8ee50a2eb0016adb10e4881cbeb15e4f5688ca70cab8c,Falke und Lorenz stellten die Szene nach.,female,47.15525436401367,39.66191482543945,172.4853973388672,57.91704559326172,4.175744371822804,fɔk ʌnd lɜ˞ɛnts  daɪ  .,0.9897659420967102,27.3093204498291,3.63178825378418,very low pitch,slightly slowly,slightly clear,slightly confined sounding,quite monotone,very clear,great speech quality,Good
Graubünden_bd43786b0edb5b45f5b2ab5bb665146c54e3cdd3234594387a84e964cdeec73f,f2feaf58-1285-4fc1-831d-5c1b013b7e0b,Graubünden,bd43786b0edb5b45f5b2ab5bb665146c54e3cdd3234594387a84e964cdeec73f,Hier werden wir uns mit dem Stadtrat offenbar nicht einig.,female,48.06205749511719,59.29217147827149,163.67742919921875,23.266605377197266,5.813953488372093,haɪɜ˞ wɜ˞dʌn   ɛmaɪti     .,0.9940422177314758,25.475942611694336,3.854556798934937,very low pitch,moderate speed,slightly clear,very confined sounding,very monotone,very clear,wonderful speech quality,Good
Graubünden_d0d16957c0bc9b156d15b9acf20402d9f952a95319eea650544f7f3fd84374f6,f2feaf58-1285-4fc1-831d-5c1b013b7e0b,Graubünden,d0d16957c0bc9b156d15b9acf20402d9f952a95319eea650544f7f3fd84374f6,"Den Sprint auf Tempo 100 erledigt er in anständigen 8,9 Sekunden.",female,59.93971252441406,58.76902389526367,170.7936553955078,21.554149627685547,4.221132897603486,"dɛn spɹɪnt  tɛmpoʊ   ɜ˞ ɪn  , .",0.991302490234375,24.39187240600586,3.6091341972351074,very low pitch,slightly slowly,quite clear,very confined sounding,very monotone,almost no noise,great speech quality,Good
